Name_lang,Description_lang,Pos[0],Pos[1],ContinentID,AreaName_lang
Pure Crystal Dust,,3844.2605,1169.9618,1116,Talador
Rusted Lockbox,,1045.1216,1900.3767,1116,Talador
Ketya's Stash,,3328.6511,2615.092,1116,Talador
Bright Coin,,2387.2935,1449.8959,1116,Talador
Gift of the Ancients,,1480.2709,4140.854,1116,Talador
Rooby's Roo,,-659.1285,2416.2864,1116,Spires of Arak
Outcast's Belongings,,690.1285,2450.0452,1116,Spires of Arak
Misplaced Scrolls,,643.38544,2093.8733,1116,Spires of Arak
Relics of the Outcasts,,722.13196,2077.4602,1116,Spires of Arak
Fractured Sunstone,,490.56424,1620.5104,1116,Spires of Arak
Lost Herb Satchel,,222.2882,1603.9445,1116,Spires of Arak
Ogron Plunder,,-1049.9879,1123.8455,1116,Spires of Arak
Relics of the Outcasts,,-400.30728,1896.1077,1116,Spires of Arak
Relics of the Outcasts,,282.22223,2065.7188,1116,Spires of Arak
Relics of the Outcasts,,-225.70139,598.1493,1116,Spires of Arak
Relics of the Outcasts,,-794.2743,1032.257,1116,Spires of Arak
Relics of the Outcasts,,-592.9549,1536.625,1116,Spires of Arak
Shattered Hand Lockbox,,145.03299,1776.8906,1116,Spires of Arak
Shattered Hand Cache,,219.63368,1273.3507,1116,Spires of Arak
Shattered Hand Spoils,,-93.71702,1146.6077,1116,Spires of Arak
Toxicfang Venom,,68.58681,1387.1094,1116,Spires of Arak
Spray-O-Matic 5000 XT,,-1902.6198,1067.5435,1116,Spires of Arak
Sailor Zazzuk's 180-Proof Rum,,-2278.1807,1095.2604,1116,Spires of Arak
Campaign Contributions,,-2286.8594,1315.9132,1116,Spires of Arak
Elixir of Shadow Sight,,775.5469,2020.0278,1116,Spires of Arak
Elixir of Shadow Sight,,388.908,2024.7692,1116,Spires of Arak
Elixir of Shadow Sight,,-367.41147,490.5,1116,Spires of Arak
Elixir of Shadow Sight,,-1143.8073,1713.441,1116,Spires of Arak
Elixir of Shadow Sight,,490.8021,1308.5243,1116,Spires of Arak
Elixir of Shadow Sight,,-2029.9185,1460.2014,1116,Spires of Arak
Orcish Signaling Horn,,-205.77605,2482.236,1116,Spires of Arak
Offering to the Raven Mother,,-859.2899,1450.4271,1116,Spires of Arak
Offering to the Raven Mother,,-741.86285,1750.8959,1116,Spires of Arak
Offering to the Raven Mother,,-826.4167,1717.4913,1116,Spires of Arak
Offering to the Raven Mother,,-1228.3385,1537.0104,1116,Spires of Arak
Offering to the Raven Mother,,-1196.8177,986.0139,1116,Spires of Arak
Lost Ring,,-75.62327,1786.1997,1116,Spires of Arak
Reagent Pouch,,-42.012154,2429.1423,1116,Spires of Arak
Misplaced Scroll,,-345.5295,1501.5104,1116,Spires of Arak
Ephial's Dark Grimoire,,-955.90625,2464.3247,1116,Spires of Arak
Garrison Supplies,,-535.48267,2429.7778,1116,Spires of Arak
Sun-Touched Cache,,271.85764,2612.0747,1116,Spires of Arak
Sun-Touched Cache,,281.70312,2663.765,1116,Spires of Arak
Smuggled Apexis Artifacts,,-446.87326,1269.6233,1116,Spires of Arak
Iron Horde Explosives,,341.58853,1631.2466,1116,Spires of Arak
Assassin's Spear,,-119.6059,1699.2535,1116,Spires of Arak
Outcast's Pouch,,7.6059027,1838.6129,1116,Spires of Arak
Outcast's Belongings,,507.533,2125.6875,1116,Spires of Arak
Sethekk Ritual Brew,,-579.58856,339.84723,1116,Spires of Arak
Garrison Workman's Hammer,,-653.5573,2144.6719,1116,Spires of Arak
Coinbender's Payment,,-2211.2327,534.4705,1116,Spires of Arak
Mysterious Mushrooms,,-1338.191,828.3143,1116,Spires of Arak
Waterlogged Satchel,,-900.2205,652.6493,1116,Spires of Arak
Shredder Parts,,-2034.4166,992.79865,1116,Spires of Arak
Abandoned Mining Pick,,-837.24304,2221.2327,1116,Spires of Arak
Admiral Taylor's Coffer,,-816.69446,2488.1338,1116,Spires of Arak
Treasure of Kull'krosh,,2249.9548,7168.2935,1116,Nagrand
Adventurer's Pack,,2938.8254,5338.54,1116,Nagrand
Goblin Pack,,2113.915,6629.7256,1116,Nagrand
Steamwheedle Supplies,,1809.8507,6463.887,1116,Nagrand
Void-Infused Crystal,,2406.6511,6472.311,1116,Nagrand
Steamwheedle Supplies,,1893.1302,6319.139,1116,Nagrand
Goblin Pack,,2572.533,5167.3213,1116,Nagrand
Steamwheedle Supplies,,2957.6423,4891.4287,1116,Nagrand
Warsong Spoils,,2632.434,4731.5503,1116,Nagrand
Steamwheedle Supplies,,3310.394,4299.127,1116,Nagrand
Hidden Stash,,3221.0798,4335.7485,1116,Nagrand
Mountain Climber's Pack,,4398.923,5305.6304,1116,Nagrand
Steamwheedle Supplies,,4219.137,5301.935,1116,Nagrand
Steamwheedle Supplies,,4256.3794,5642.7173,1116,Nagrand
Fungus-Covered Chest,,4232.8994,4263.482,1116,Nagrand
Brilliant Dreampetal,,3513.4922,4707.116,1116,Nagrand
Steamwheedle Supplies,,4155.8125,4337.0415,1116,Nagrand
Appropriated Warsong Supplies,,2064.8767,5162.5176,1116,Nagrand
Warsong Lockbox,,2261.1128,5163.3193,1116,Nagrand
Warsong Spear,,2278.2656,4992.127,1116,Nagrand
Freshwater Clam,,4108.2744,5162.79,1116,Nagrand
Golden Kaliri Egg,,2937.1182,6001.19,1116,Nagrand
Warsong Cache,,2642.1077,6373.4644,1116,Nagrand
Burning Blade Cache,,2899.928,4461.472,1116,Nagrand
Abandoned Cargo,,2663.8342,5469.4395,1116,Nagrand
Adventurer's Pack,,2781.6008,4639.7534,1116,Nagrand
A Pile of Dirt,,4514.3237,5161.796,1116,Nagrand
Adventurer's Staff,,4428.327,4685.4766,1116,Nagrand
Elemental Offering,,4185.468,5508.5166,1116,Nagrand
Adventurer's Sack,,4391.368,5112.8135,1116,Nagrand
Adventurer's Pack,,2955.4524,6718.9287,1116,Nagrand
Warsong Supplies,,2430.6267,4234.758,1116,Nagrand
Bone-Carved Dagger,,3861.0,4921.224,1116,Nagrand
Genedar Debris,,2745.7864,6855.3613,1116,Nagrand
Genedar Debris,,2648.7612,6580.6616,1116,Nagrand
Genedar Debris,,2366.6736,6772.2256,1116,Nagrand
Genedar Debris,,2169.2014,6551.2153,1116,Nagrand
Genedar Debris,,2339.7327,6167.44,1116,Nagrand
Fragment of Oshu'gun,,2414.8108,6706.011,1116,Nagrand
Pokkar's Thirteenth Axe,,2678.8525,6000.099,1116,Nagrand
Polished Saberon Skull,,2618.1042,5182.1284,1116,Nagrand
Elemental Shackles,,4334.3267,4830.916,1116,Nagrand
Highmaul Sledge,,3066.684,5484.2856,1116,Nagrand
Telaar Defender Shield,,2432.2258,5635.9863,1116,Nagrand
Ogre Beads,,1904.0555,4713.988,1116,Nagrand
Adventurer's Pouch,,2163.2847,6098.297,1116,Nagrand
Grizzlemaw's Bonepile,,2165.7466,4365.1797,1116,Nagrand
Watertight Bag,,3571.0557,5632.9756,1116,Nagrand
Warsong Helm,,3243.7239,6333.9194,1116,Nagrand
Gambler's Purse,,3140.645,5031.0703,1116,Nagrand
Adventurer's Mace,,2576.1858,5005.8506,1116,Nagrand
Lost Pendant,,2748.736,5803.4644,1116,Nagrand
Adventurer's Pouch,,2492.0122,6279.0747,1116,Nagrand
Important Exploration Supplies,,2440.0503,5039.1865,1116,Nagrand
Saberon Stash,,2465.9426,5042.0312,1116,Nagrand
Goldtoe's Plunder,,2701.1685,7132.761,1116,Nagrand
Pale Elixir,,2575.4045,6028.5176,1116,Nagrand
Bag of Herbs,,2385.1667,5759.047,1116,Nagrand
Bounty of the Elements,,4294.3135,4934.3066,1116,Nagrand
Spirit's Gift,,2757.1362,7295.27,1116,Nagrand
Smuggler's Cache,,3669.4888,4253.5146,1116,Nagrand
Bubbling Cauldron,,1627.3351,-222.00174,1116,Shadowmoon Valley
Fantastic Fish,,2406.6338,491.45312,1116,Shadowmoon Valley
Lady Sena's Other Materials Stash,,5549.8315,4364.098,1116,Frostfire Ridge
Unused Wood Pile,,5670.6885,4537.518,1116,Frostfire Ridge
Ogre Fire,In Conflict,4832.618,-4378.014,1191,
Ogre Fire,In Conflict,4918.098,-4406.6704,1191,
Ogre Fire,In Conflict,4905.6396,-4497.6025,1191,
Ogre Fire,In Conflict,4896.2173,-4578.6665,1191,
Strange Spore,,6031.0,398.882,1116,Gorgrond
Burning Blade Cache,,4150.79,1653.69,1116,Talador
Sunken Fishing Boat,,1498.6389,-223.22049,1116,Shadowmoon Valley
Spirit Coffer,,2326.16,7018.98,1116,Nagrand
False-Bottomed Jar,,1075.13,-1198.34,1116,Shadowmoon Valley
Sethekk Idol,,-189.405,539.862,1116,Spires of Arak
Rukhmar's Image,,896.797,1994.45,1116,Spires of Arak
Gift of Anzu,,-853.58,978.34,1116,Spires of Arak
Gift of Anzu,,-250.215,1836.16,1116,Spires of Arak
Gift of Anzu,,592.319,1527.95,1116,Spires of Arak
Ashlei,Grand Master Pet Tamer,1264.13,-1083.5,1116,
Gargra,Grand Master Pet Tamer,5634.6304,3312.514,1116,
Vesharr,Grand Master Pet Tamer,-447.3316,1875.7413,1116,
Tarr the Terrible,Grand Master Pet Tamer,4551.971,6117.2544,1116,
Cymre Brightblade,Grand Master Pet Tamer,5743.671,890.8403,1116,
Taralune,Grand Master Pet Tamer,1234.7379,2905.961,1116,
Statue of Anzu,,483.049,1169.05,1116,Spires of Arak
Forgotten Frostwolf Cache,,6735.09,4870.43,1116,Frostfire Ridge
Conquest & Honor Quartermaster,,3831.4827,-3986.2239,1116,
Conquest & Honor Quartermaster,,5235.772,-3977.0989,1116,Gate of the Setting Sun
Strange Sapphire,,4411.6616,-198.35591,1116,Tanaan Jungle
Weathered Axe,,4191.4854,872.32294,1116,Tanaan Jungle
Stolen Captain's Chest,,4080.802,815.1684,1116,Tanaan Jungle
The Blade of Kra'nak,,4500.1987,695.40454,1116,Tanaan Jungle
Jewel of Hellfire,,5116.3604,199.79514,1116,Tanaan Jungle
Tome of Secrets,,3469.5825,5.977431,1116,Tanaan Jungle
Forgotten Sack,,3656.6824,-1282.2067,1116,Tanaan Jungle
Lodged Hunting Spear,,3507.308,-1165.4254,1116,Tanaan Jungle
Blackfang Island Cache,,3280.1824,-1504.8923,1116,Tanaan Jungle
Crystallized Fel Spike,,3458.3481,-1552.1719,1116,Tanaan Jungle
Polished Crystal,,3414.467,112.81424,1116,Tanaan Jungle
Snake Charmer's Flute,,3140.4402,-423.21527,1116,Tanaan Jungle
The Perfect Blossom,,3289.3438,-432.76215,1116,Tanaan Jungle
Pale Removal Equipment,,4313.882,-236.78993,1116,Tanaan Jungle
Forgotten Champion's Blade,,3367.066,-473.79166,1116,Tanaan Jungle
Bleeding Hollow Warchest,,4261.5366,553.309,1116,Tanaan Jungle
Jewel of the Fallen Star,,5050.8604,-1364.6649,1116,Tanaan Jungle
Censer of Torment,,5214.644,-1578.026,1116,Tanaan Jungle
Rune Etched Femur,,5082.651,-1007.7153,1116,Tanaan Jungle
Strange Fruit,,4459.4287,-1683.4584,1116,Tanaan Jungle
Discarded Helm,,3090.2014,-911.4601,1116,Tanaan Jungle
Scout's Belongings,,3146.5017,-913.78644,1116,Tanaan Jungle
Forgotten Iron Horde Supplies,,3973.533,-1953.2692,1116,Tanaan Jungle
Crystalized Essence of the Elements,,3469.2292,-807.16144,1116,Tanaan Jungle
Overgrown Relic,,3659.8403,-959.6424,1116,Tanaan Jungle
Jeweled Arakkoa Effigy,,4845.5312,59.685764,1116,Tanaan Jungle
"""Borrowed"" Enchanted Spyglass",,4174.2207,378.908,1116,Tanaan Jungle
Mysterious Corrupted Obelisk,,3385.8098,-719.908,1116,Tanaan Jungle
Forgotten Shard of the Cipher,,4950.329,-1620.7014,1116,Tanaan Jungle
Looted Bleeding Hollow Treasure,,3729.5833,315.09897,1116,Tanaan Jungle
Skull of the Mad Chief,,4721.9062,-112.98785,1116,Tanaan Jungle
Axe of the Weeping Wolf,,4028.8508,922.7344,1116,Tanaan Jungle
Spoils of War,,3941.606,797.06946,1116,Tanaan Jungle
Ironbeard's Treasure,,3183.8525,-175.79861,1116,Tanaan Jungle
The Eye of Grannok,,3854.408,868.8768,1116,Tanaan Jungle
Stashed Iron Sea Booty,,3198.5557,-71.38021,1116,Tanaan Jungle
Stashed Iron Sea Booty,,3226.9202,-130.85591,1116,Tanaan Jungle
Stashed Iron Sea Booty,,3192.9253,-98.02431,1116,Tanaan Jungle
Book of Zyzzix,,4650.619,-752.40106,1116,Tanaan Jungle
Fel-Drenched Satchel,,4380.742,-755.9983,1116,Tanaan Jungle
Sacrificial Blade,,4457.2256,-751.75,1116,Tanaan Jungle
Stashed Bleeding Hollow Loot,,4420.9854,-2157.908,1116,Tanaan Jungle
Brazier of Awakening,,3106.711,-272.1337,1116,Tanaan Jungle
Bleeding Hollow Mushroom Stash,,3246.2979,-914.23956,1116,Tanaan Jungle
Looted Mystical Staff,,3300.8247,-839.28125,1116,Tanaan Jungle
The Commander's Shield,,4591.291,-559.3958,1116,Tanaan Jungle
Dazzling Rod,,4694.9775,-541.3993,1116,Tanaan Jungle
Partially Mined Apexis Crystal,,4722.0537,192.3507,1116,Tanaan Jungle
Fel-Tainted Apexis Formation,,4789.866,-1002.4445,1116,Tanaan Jungle
Bejeweled Egg,,2957.7996,-1751.5538,1116,Tanaan Jungle
Dead Man's Chest,,2759.64,-1175.7466,1116,Tanaan Jungle
The Dark Portal,,-11874.8,-3204.22,0,The Dark Portal
Sanctum of Light,"Portal to the Sanctum of Light, Home of the Silver Hand",-966.403,4604.31,1220,Dalaran
Sanctum of Light,"Portal to the Sanctum of Light, Home of the Silver Hand",-657.476,4363.69,1220,Dalaran
Maelstrom,"Portal to the Maelstrom, Home of the Earthen Ring",-847.401,4321.26,1220,Dalaran
Skyhold,"Entrance to Skyhold, Home of the Valarjar",-844.213,4256.11,1220,Dalaran
Dreadscar Rift,"Portal to Dreadscar Rift, Home of the Black Harvest",-795.599,4581.99,1220,Dalaran
Netherlight Temple,"Portal to Netherlight Temple, Home of the Conclave",-897.584,4547.74,1220,Dalaran
Netherlight Temple,"Portal to Netherlight Temple, Home of the Conclave",-680.028,4355.89,1220,Dalaran
Acherus,Home of the Knights of the Ebon Blade,-1507.42,1050.57,1220,
Locked Door,,3415.2222,4750.5557,1516,The Arcway
Locked Door,,3414.736,4749.33,1516,The Arcway
Locked Door,,3414.5442,4860.6685,1516,The Arcway
Locked Door,,3414.5442,4860.6685,1516,The Arcway
Locked Door,,3386.087,4711.308,1516,The Arcway
Locked Door,,3385.9888,4711.9517,1516,The Arcway
Locked Door,,3400.4827,4885.579,1516,The Arcway
Locked Door,,3400.4827,4885.579,1516,The Arcway
Locked Door,,3351.6042,4904.7065,1516,The Arcway
Locked Door,,3351.6042,4904.7065,1516,The Arcway
Locked Door,,3351.6042,4904.7065,1516,The Arcway
Locked Door,,3322.837,4935.2915,1516,The Arcway
Locked Door,,3322.837,4935.2915,1516,The Arcway
Locked Door,,3322.837,4935.2915,1516,The Arcway
Locked Door,,3297.8325,4962.671,1516,The Arcway
Locked Door,,3220.5852,4783.2744,1516,The Arcway
Locked Door,,3220.5286,4783.1084,1516,The Arcway
Locked Door,,3220.605,4783.114,1516,The Arcway
Locked Door,,3400.4827,4885.579,1516,The Arcway
Locked Door,,3245.4758,4805.097,1516,The Arcway
Locked Door,,3245.5034,4805.118,1516,The Arcway
Dalaran Portal,Teleports players to Dalaran.,-8501.06,1057.45,0,Stormwind City
Eye of Azshara,Dungeon,-0.268681,5800.76,1220,Hatecoil Warcamp
Vault of the Wardens,Dungeon,-1802.33,6663.9,1220,Isle of the Watchers
Black Rook Hold,Dungeon,3116.42,7555.51,1220,Black Rook Hold
Darkheart Thicket,Dungeon,3812.909,6347.5894,1220,Shala'nir
The Emerald Nightmare,Raid,3588.2751,6483.405,1220,Shaladrassil
Halls of Valor,Dungeon,2449.6926,818.1528,1220,Gates of Valor
Maw of Souls,Dungeon,3419.0088,1988.6354,1220,Helmouth Cliffs
Assault on Violet Hold,Dungeon,-953.0573,4333.46,1220,Dalaran
The Arcway,Dungeon,1168.83,4372.7,1220,The Grand Promenade
Court of Stars,Dungeon,1019.8,3839.74,1220,Concourse of Destiny
The Nighthold,Raid,1324.7448,4230.587,1220,The Grand Promenade
Hall of Shadows,Home of the Uncrowned,-969.19,4439.4,1220,
Neltharion's Lair,Dungeon,3732.3542,4184.5884,1220,Snowblind Mesa
Idle Researchers,Begin research to increase Artifact Power gain.,4083.7,7488.55,1220,The Dreamgrove
Idle Researchers,Begin research to increase Artifact Power gain.,-941.059,4559.29,1220,The Hall of Shadows
Idle Researchers,Begin research to increase Artifact Power gain.,-1522.64,1053.38,1220,Acherus: The Ebon Hold
Idle Researchers,Begin research to increase Artifact Power gain.,1503.94,1400.26,1519,"Mardum, the Shattered Abyss"
Idle Researchers,Begin research to increase Artifact Power gain.,4495.83,5213.02,1220,Trueshot Lodge
Idle Researchers,Begin research to increase Artifact Power gain.,-829.376,4680.25,1513,Hall of the Guardian
Idle Researchers,Begin research to increase Artifact Power gain.,954.674,3730.89,1514,The Wandering Isle
Idle Researchers,Begin research to increase Artifact Power gain.,2399.28,-5321.16,0,Sanctum of Light
Idle Researchers,Begin research to increase Artifact Power gain.,1394.99,1297.54,1512,Netherlight Temple
Idle Researchers,Begin research to increase Artifact Power gain.,1019.78,1066.31,1469,The Maelstrom
Idle Researchers,Begin research to increase Artifact Power gain.,3071.74,959.066,1107,Dreadscar Rift
Idle Researchers,Begin research to increase Artifact Power gain.,1066.49,7323.99,1479,Skyhold
Trial of Valor,Raid,2360.0886,906.5625,1220,Gates of Valor
Dadanga,,-6973.9844,-1477.6666,1,
Sherazin,,-6715.8594,-1864.5625,1,
Giantfin,,-7415.08,-830.125,1,
Skrox,,-6990.7954,-681.0243,1,
Queen Zavra,,-7427.257,-1980.4375,1,
Akaridal,,-7199.4897,-240.77257,1,
Clutchmother Zavas,,-7937.6494,-1324.9497,1,
Tar Tyrant,,-6488.8193,-1377.9166,1,
Sunkeeper Croesus,,-8208.933,-1111.2361,1,
Tyrantus,,-7897.3647,-1020.6858,1,
Legion Assault,Azsuna is under attack!,12.751737,6658.053,1220,
Legion Assault,Highmountain is under attack!,4379.4087,4248.8784,1220,
Legion Assault,Stormheim is under attack!,3110.9375,1885.1788,1220,
Random Brawls,Speak to a grunt to fight a random brawl.,2004.53,-4760.25,1043,
Financial Participation Incentive,Speak to Pit Boss Buxdoggle to guess the next fight's winner.,2005.75,-4745.5767,1043,
Brawler's Graveyard,,1988.03,-4763.77,1043,
Free Drinks,Drinks are on the house!,1966.64,-4732.65,1043,
Free Potions,No charge for brawlers' potions.,2059.51,-4751.95,1043,
Free Zeppelin Rides,Enjoy the view!,1990.97,-4730.95,1043,
Random Brawls,Speak to a bouncer to fight a random brawl.,-92.8293,2478.64,369,
Financial Participation Incentive,Speak to Lord Winifred Browne to guess the next fight's winner.,-100.196,2478.27,369,
Brawler's Graveyard,,-111.074,2529.79,369,
Free Drinks,Drinks are on the house!,-107.789,2464.02,369,
Free Potions,No charge for brawlers' potions.,-80.8219,2493.15,369,
Free VIP Room,Enjoy the view!,-73.6684,2531.38,369,
Cloudwalker Express,Take a balloon tour of the Valley of the Four Winds.,547.52954,-654.02954,870,
Schnottz' Hot Air Balloon,Take a balloon tour of Uldum.,-9520.56,-1009.3,1,
Chen's Balloon,Take a balloon tour of Crystalsong Forest.,5259.48,-669.275,571,
Nagrand Sky Tours,Take a balloon tour of Nagrand.,3153.6,4903.04,1116,
Boscoe and Rungle's Sky Chariot,Take a balloon tour of Azsuna.,470.571,6518.46,1220,
Cloudwalker Express,Take a balloon tour of Suramar.,1661.55,4788.58,1220,
The Killem'jaro,Take a balloon tour of Highmountain.,4506.19,4857.14,1220,
Emi-Lan's Skylounge,Take a balloon tour of Stormheim.,3842.33,2065.05,1220,
Lumber Mill,Neutral,856.451,1148.98,2177,
Stables,Neutral,1166.86,1200.12,2177,
Gold Mine,Neutral,1146.93,848.227,2177,
Farm,Neutral,806.25,874.28,2177,
Blacksmith,Neutral,977.481,1051.02,2177,
Blacksmith,Neutral,988.693,1012.81,1681,
Farm,Neutral,824.015,826.696,1681,
Stables,Neutral,1181.51,1185.65,1681,
Gold Mine,Neutral,1178.15,822.624,1681,
Lumber Mill,Neutral,812.715,1182.26,1681,
Legion Assault,Val'sharah is under attack!,2756.6216,6486.9507,1220,
Legionfall,,-1113.52,3282.2,1220,
Legion Ship,Scenario,3101.26,7169.78,1220,
Legion Ship,Scenario,3930.34,4148.45,1220,
Legion Ship,Scenario,866.386,5987.82,1220,
Legion Ship,Scenario,4897.86,299.697,1220,
Tomb of Sargeras,Raid,-552.58,2452.31,1220,The Tomb of Sargeras
Cathedral of Eternal Night,Dungeon,-434.19446,2421.158,1220,The Tomb of Sargeras
The Sentinax,,-1054.5851,3244.3455,1220,Broken Shore
Glowcap Festival,Celebrate the blooming of Fshoo with the Sporelings.,216.716,8513.7,530,
The Sentinax,,-1137.3577,2969.3176,1220,Broken Shore
The Sentinax,,-1243.4358,3207.8403,1220,Broken Shore
The Sentinax,,-1659.6736,2868.9487,1220,Broken Shore
The Sentinax,,-1164.3403,2706.0166,1220,Broken Shore
The Sentinax,,-1199.0677,1739.7101,1220,Broken Shore
The Sentinax,,-701.1493,1823.1719,1220,Broken Shore
The Sentinax,,-373.18924,2872.6182,1220,Broken Shore
The Sentinax,,-647.5677,3477.2014,1220,Broken Shore
Green Dunkball,Uncontrolled,-398.16495,574.42017,1105,
Orange Dunkball,Orange Dunkball,68.27778,431.6007,1105,
Purple Dunkball,Purple Dunkball,-166.32986,500.18402,1105,
Sentinax Attack Point,Use your Attack Beacon here!,-102.176,6971.52,1220,
Sentinax Attack Point,Use your Attack Beacon here!,3091.7,5810.29,1220,
Sentinax Attack Point,Use your Attack Beacon here!,4847.79,3969.32,1220,
Sentinax Attack Point,Use your Attack Beacon here!,3850.47,2019.22,1220,
Sentinax Attack Point,Use your Attack Beacon here!,-850.604,4375.63,1220,
Legion Assault,Stormheim is under attack!,3353.09,447.327,1220,Stormheim
Legion Assault,Highmountain is under attack!,6291.22,3516.6,1220,Highmountain
Legion Assault,Val'sharah is under attack!,3485.82,7838.39,1220,Val'sharah
Legion Assault,Azsuna is under attack!,-1106.39,7297.26,1220,Azsuna
Lighthouse,,1055.8507,1278.2291,761,
Overlook,,1090.7396,1106.0087,761,
Coast,,1294.1094,1228.9202,761,
Crossroad,,1006.868,1050.5573,761,
Waterworks,,980.2917,948.73785,761,
Bridge,,969.0868,1165.316,761,
Ledge,,1102.2795,994.86633,761,
Mines,,1250.4688,958.2257,761,
Power Orb,Uncontrolled,1849.5435,1333.3403,998,
Power Orb,Uncontrolled,1716.9149,1333.4254,998,
Malgrazoth,,-702.13367,2757.6328,1220,Broken Shore
Salethan the Broodwalker,,-832.07117,2415.7588,1220,Broken Shore
Malorus the Soulkeeper,,-1103.8767,3286.804,1220,Broken Shore
Emberfire,,-1133.2031,2910.9905,1220,Broken Shore
Potionmaster Gloop,,-1453.849,2722.9915,1220,Broken Shore
Felmaw Emberfiend,,-1084.3594,3406.8142,1220,Broken Shore
Inquisitor Chillbane,,-985.09375,2523.8872,1220,Broken Shore
Doombringer Zar'thoz,,-988.29517,2999.9993,1220,Broken Shore
Dreadblade Annihilator,,-788.0347,2709.9688,1220,Broken Shore
Felbringer Xar'thok,,-1198.27,2654.8,1220,Broken Shore
Xorogun the Flamecarver,,-1235.0938,3024.6926,1220,Broken Shore
Corrupted Bonebreaker,,-1374.2118,2569.3923,1220,Broken Shore
Felcaller Zelthae,,-796.0139,1469.0903,1220,Broken Shore
Dreadeye,,-2059.98,3336.62,1220,Broken Shore
Lord Hel'Nurath,,-1369.5677,3197.9246,1220,Broken Shore
Imp Mother Bruva,,-1159.8368,2588.9575,1220,Broken Shore
Flllurlokkr,,-1535.8507,3360.1614,1220,Broken Shore
Aqueux,,-2030.592,2838.159,1220,Broken Shore
Brood Mother Nix,,-751.498,3390.92,1220,Broken Shore
Grossir,,-610.7153,1922.467,1220,Broken Shore
Lady Eldrathe,,-437.1007,3322.382,1220,Broken Shore
Somber Dawn,,-1493.36,3777.04,1220,Broken Shore
Duke Sithizi,,-719.0851,1907.401,1220,Broken Shore
Eye of Gurgh,,-887.986,2352.04,1220,Broken Shore
Brother Badatin,,-1017.5833,1910.3837,1220,Broken Shore
Void Tear,Crumbling Ruins,6039.5513,10576.108,1753,The Seat of the Triumvirate
Void Tear,Lower Void Breach,5632.9517,10658.706,1753,The Seat of the Triumvirate
Void Tear,Lower Nether Gate,5762.126,10694.464,1753,The Seat of the Triumvirate
Void Tear,Ruined Overlook,5564.646,10579.58,1753,The Seat of the Triumvirate
Void Tear,Upper Void Breach,6018.4272,10652.884,1753,The Seat of the Triumvirate
Void Tear,Temple Foundation,5870.3423,10465.504,1753,The Seat of the Triumvirate
Zorathides,,14544.685,14303.333,1756,Dragonblight
Obsidian Dragonshrine,,14544.685,14303.333,1756,Dragonblight
Talar Icechill,,13883.332,13756.489,1756,Dragonblight
Ruby Dragonshrine,,13883.332,13756.489,1756,Dragonblight
Void Gargantuan,,13234.88,13253.045,1756,Dragonblight
Azure Dragonshrine,,13234.88,13253.045,1756,Dragonblight
Thalas Vylethorn,,12994.021,12842.761,1756,Dragonblight
Emerald Dragonshrine,,12994.021,12842.761,1756,Dragonblight
Chronoportals,,13679.9,13073.5,1756,Dragonblight
Argus,Lightforged Beacon to the Vindicaar,-853.7049,4262.1196,1220,Dalaran
Seat of the Triumvirate,Dungeon,5392.79,10823.6,1669,Triad's Conservatory
War Supply Cache,Free For All PvP Active,2905.3298,488.92014,1643,Stormsong Valley
War Supply Cache,Free For All PvP Active,2905.3298,488.92014,1643,Stormsong Valley
Army of the Light,Light's Shield,-3079.144,9387.714,1669,Antoran Wastes
Army of the Light,Light's Shield,-2859.2605,8840.949,1669,Antoran Wastes
Army of the Light,Light's Shield,-3441.54,8861.02,1669,Antoran Wastes
Army of the Light,Light's Shield,-2395.7986,8950.795,1669,Antoran Wastes
Army of the Light,Light's Shield,-3201.802,9063.782,1669,Antoran Wastes
Army of the Light,Light's Shield,-2461.198,9497.8545,1669,Antoran Wastes
Twilight Grove,,-410.0486,2514.8213,1677,Cathedral of Eternal Night
The Emerald Archives,,-633.34375,2517.4758,1677,Cathedral of Eternal Night
Invasion Point,Invasion Point: Sangua,1815.8351,995.35596,1669,
Hall of the Moon,,-418.26736,2514.6016,1677,Cathedral of Eternal Night
Twilight Grove,,-631.0052,2521.8801,1677,Cathedral of Eternal Night
Path of Illumination,,-457.6007,2510.8984,1677,Cathedral of Eternal Night
The Emerald Archives,,-463.36285,2512.7612,1677,Cathedral of Eternal Night
Sacristy of Elune,,-621.5382,2519.4565,1677,Cathedral of Eternal Night
Path of Illumination,,-619.73615,2518.7249,1677,Cathedral of Eternal Night
Invasion Point,Invasion Point: Cen'gar,630.24304,1172.2865,1669,
Invasion Point,Invasion Point: Val,736.94617,1977.3334,1669,
Invasion Point,Invasion Point: Bonich,6215.0547,9508.46,1669,
Invasion Point,Invasion Point: Aurinor,6351.9897,10231.771,1669,
Invasion Point,Invasion Point: Naigtal,5786.729,9198.628,1669,
Invasion Point,Invasion Point: Sangua,-2545.0017,8949.614,1669,
Invasion Point,Invasion Point: Cen'gar,-2763.94,9230.54,1669,
Invasion Point,Invasion Point: Bonich,-2226.6963,9333.897,1669,
Invasion Point,Invasion Point: Val,-3267.486,8757.391,1669,
Invasion Point,Invasion Point: Aurinor,-3357.2864,9032.254,1669,
Invasion Point,Invasion Point: Naigtal,-2459.0312,9347.276,1669,
Greater Invasion Point,Greater Invasion Point: Mistress Alluradel,-2692.4722,8935.101,1669,
