Name_lang,Description_lang,Pos[0],Pos[1],ContinentID,MapName_lang,AreaName_lang,Origin
Timewalking Vendor,Cataclysm,-8196.54,399.193,0,Eastern Kingdoms,,AreaPOI (Points of Interest table)
Timewalking Vendor,Warlords of Draenor,5248.25,-3932.75,1116,Draenor,,AreaPOI (Points of Interest table)
Timewalking Vendor,Warlords of Draenor,3573.28,-3879.36,1116,Draenor,,AreaPOI (Points of Interest table)
Great Vault,|cff20ff20Rewards are now available. Return to the Great Vault to claim your reward.|r,-1726.14,1175.9,2222,The Shadowlands,,AreaPOI (Points of Interest table)
Necrolord Assault,Draka leads the Maldraxxi assault on Perdition Hold!,4216.17,7266.13,2222,The Shadowlands,,AreaPOI (Points of Interest table)
Venthyr Assault,Prince Renathal leads the Venthyr assault on the Tremaculum!,5256.43,7423.28,2222,The Shadowlands,,AreaPOI (Points of Interest table)
Kyrian Assault,Xandria leads the Kyrian assault on Cocyrus!,4544.4,6860.51,2222,The Shadowlands,,AreaPOI (Points of Interest table)
Night Fae Assault,Lord Herne leads the Night Fae assault on Crucible of the Damned,4539.79,7729.2,2222,The Shadowlands,,AreaPOI (Points of Interest table)
Sanctum of Domination,Raid,4849.5024,5779.5063,2222,The Shadowlands,Helgarde Keep,AreaPOI (Points of Interest table)
Shadowsteel Foundry,,190.511,-833.426,2450,Sanctum of Domination,,AreaPOI (Points of Interest table)
Tazavesh,Myza's Oasis -> Tazavesh,3804.57,-1181.13,2441,"Tazavesh, the Veiled Market",,AreaPOI (Points of Interest table)
Myza's Oasis,Tazavesh -> Myza's Oasis,3798.9,-1184.37,2441,"Tazavesh, the Veiled Market",,AreaPOI (Points of Interest table)
Tazavesh,The Grand Menagerie -> Tazavesh,3479.64,-1219.13,2441,"Tazavesh, the Veiled Market",,AreaPOI (Points of Interest table)
The Grand Menagerie,Tazavesh -> The Grand Menagerie,3486.41,-1214.73,2441,"Tazavesh, the Veiled Market",,AreaPOI (Points of Interest table)
Tazavesh,The P.O.S.T. -> Tazavesh,3670.5,-1160.47,2441,"Tazavesh, the Veiled Market",,AreaPOI (Points of Interest table)
The P.O.S.T.,Tazavesh -> The P.O.S.T.,3665.4,-1165.07,2441,"Tazavesh, the Veiled Market",,AreaPOI (Points of Interest table)
Stormheim,Tazavesh -> Stormheim,3567.62,-1050.84,2441,"Tazavesh, the Veiled Market",,AreaPOI (Points of Interest table)
Boralus Harbor,Aggramar's Vault -> Boralus Harbor,12413.3,13942.8,2441,"Tazavesh, the Veiled Market",,AreaPOI (Points of Interest table)
The Opulent Nexus,Boralus Harbor -> The Opulent Nexus,-12657.3,-11414.1,2441,"Tazavesh, the Veiled Market",,AreaPOI (Points of Interest table)
Stormheim,Aggramar's Vault -> Stormheim,12464.6,14063.5,2441,"Tazavesh, the Veiled Market",,AreaPOI (Points of Interest table)
Aggramar's Vault,Stormheim -> Aggramar's Vault,12478.3,14071.4,2441,"Tazavesh, the Veiled Market",,AreaPOI (Points of Interest table)
The Torment Chambers,,233.481,-1003.36,2450,Sanctum of Domination,,AreaPOI (Points of Interest table)
"Torghast, Tower of the Damned",,-283.69272,-1257.25,2450,Sanctum of Domination,,AreaPOI (Points of Interest table)
The Torment Chambers,,291.252,-775.202,2450,Sanctum of Domination,,AreaPOI (Points of Interest table)
The Torment Chambers,,291.034,-891.08,2450,Sanctum of Domination,,AreaPOI (Points of Interest table)
Shadowsteel Foundry,,276.124,-790.078,2450,Sanctum of Domination,,AreaPOI (Points of Interest table)
Shadowsteel Foundry,,277.15625,-876.72394,2450,Sanctum of Domination,,AreaPOI (Points of Interest table)
Crown of Gorgoa,,354.3889,-1122.7882,2450,Sanctum of Domination,,AreaPOI (Points of Interest table)
Pinnacle of Domination,,233.42708,-607.908,2450,Sanctum of Domination,,AreaPOI (Points of Interest table)
Crown of Gorgoa,,269.06424,-791.53644,2450,Sanctum of Domination,,AreaPOI (Points of Interest table)
Portal to Korthia,,-1710.95,1405.16,2222,The Shadowlands,,AreaPOI (Points of Interest table)
Timewalking Vendor,Legion,-853.086,4308.53,1220,Broken Isles,,AreaPOI (Points of Interest table)
Portal to Zereth Mortis,,-1723.01,1282.88,2222,The Shadowlands,,AreaPOI (Points of Interest table)
Waystone to Oribos,,-4317.68,760.022,2374,Zereth Mortis,,AreaPOI (Points of Interest table)
Sepulcher of the First Ones,Raid,-3829.78,-1532.21,2374,Zereth Mortis,The Sepulcher of the First Ones,AreaPOI (Points of Interest table)
Genesis Cradle,,-3813.7031,-2417.5557,2481,Sepulcher of the First Ones,,AreaPOI (Points of Interest table)
Ephemeral Plains,,-3846.53,-2417.75,2481,Sepulcher of the First Ones,,AreaPOI (Points of Interest table)
Domination's Grasp,,-3830.2483,-2435.3525,2481,Sepulcher of the First Ones,,AreaPOI (Points of Interest table)
Immortal Hearth,,-3371.9878,-2789.5798,2481,Sepulcher of the First Ones,,AreaPOI (Points of Interest table)
The Endless Foundry,,-2788.3,-3368.34,2481,Sepulcher of the First Ones,,AreaPOI (Points of Interest table)
Genesis Cradle,,-2746.9688,-3409.144,2481,Sepulcher of the First Ones,,AreaPOI (Points of Interest table)
Immortal Hearth,,-4222.92,-2857.46,2481,Sepulcher of the First Ones,,AreaPOI (Points of Interest table)
Immortal Hearth,,-3825.01,-2610.22,2481,Sepulcher of the First Ones,,AreaPOI (Points of Interest table)
The Grand Design,,-3825.1338,-2884.962,2481,Sepulcher of the First Ones,,AreaPOI (Points of Interest table)
Domination's Grasp,,-5448.2603,-3876.304,2481,Sepulcher of the First Ones,,AreaPOI (Points of Interest table)
Heart of Eternity,,-6180.36,-4098.96,2481,Sepulcher of the First Ones,,AreaPOI (Points of Interest table)
The Grand Design,,-6215.8228,-4120.363,2481,Sepulcher of the First Ones,,AreaPOI (Points of Interest table)
Great Vault,"Defeat bosses in the Sepulcher of the First Ones, complete Mythic Keystone dungeons, and earn Honor in Rated PvP to unlock rewards in the Great Vault.",-1726.14,1175.9,2222,The Shadowlands,,AreaPOI (Points of Interest table)
Northshire Abbey,,-8888.98,-0.54,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Stormwind, Elwynn",,-8841.06,489.656,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
Programmer Isle,,16391.81,16341.21,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Sentinel Hill, Westfall",,-10551.9,1034.39,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Lakeshire, Redridge",,-9429.1,-2231.4,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Ironforge, Dun Morogh",,-4821.78,-1155.44,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Menethil Harbor, Wetlands",,-3787.81,-777.696,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Thelsamar, Loch Modan",,-5421.91,-2930.01,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Booty Bay, Stranglethorn",,-14271.8,299.87,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"The Sepulcher, Silverpine Forest",,478.86,1536.59,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Undercity, Tirisfal",,1568.62,267.97,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Darkshire, Duskwood",,-10515.5,-1261.65,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Tarren Mill, Hillsbrad",,-17.7066,-874.203,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Southshore, Hillsbrad",,-711.48,-515.48,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
Eastern Plaguelands,,2253.4,-5344.9,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Refuge Pointe, Arathi",,-1240.53,-2515.11,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Hammerfall, Arathi",,-916.29,-3496.89,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Booty Bay, Stranglethorn",,-14444.3,509.62,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Booty Bay, Stranglethorn",,-14473.0,464.15,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Grom'gol, Stranglethorn",,-12414.2,146.29,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"New Kargath, Badlands",,-6676.87,-2433.37,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Thunder Bluff, Mulgore",,-1197.21,29.71,1,Kalimdor,,TaxiNodes (Flight points table)
"Orgrimmar, Durotar",,1798.27,-4363.27,1,Kalimdor,,TaxiNodes (Flight points table)
"Generic, World Target 002",,-6666.0,-2222.3,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"The Crossroads, Northern Barrens",,-441.8,-2596.08,1,Kalimdor,,TaxiNodes (Flight points table)
"Lor'danel, Darkshore",,7459.9,-326.56,1,Kalimdor,,TaxiNodes (Flight points table)
"Rut'theran Village, Teldrassil",,8383.75,980.964,1,Kalimdor,,TaxiNodes (Flight points table)
"Astranaar, Ashenvale",,2827.34,-289.24,1,Kalimdor,,TaxiNodes (Flight points table)
"Sun Rock Retreat, Stonetalon Mountains",,966.57,1040.32,1,Kalimdor,,TaxiNodes (Flight points table)
"Westreach Summit, Thousand Needles",,-4310.61,-927.064,1,Kalimdor,,TaxiNodes (Flight points table)
"Shadebough, Feralas",,-4996.88,73.9427,1,Kalimdor,,TaxiNodes (Flight points table)
"Theramore, Dustwallow Marsh",,-3825.37,-4516.58,1,Kalimdor,,TaxiNodes (Flight points table)
"Thal'darah Overlook, Stonetalon Mountains",,2147.25,1537.87,1,Kalimdor,,TaxiNodes (Flight points table)
"Transport, Booty Bay",,-1965.17,-5824.29,1,Kalimdor,,TaxiNodes (Flight points table)
"Transport, Orgrimmar",,1320.07,-4649.2,1,Kalimdor,,TaxiNodes (Flight points table)
"Generic, World Target 001",,-8644.62,433.28,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Nijel's Point, Desolace",,139.24,1325.82,1,Kalimdor,,TaxiNodes (Flight points table)
"Shadowprey Village, Desolace",,-1767.64,3263.89,1,Kalimdor,,TaxiNodes (Flight points table)
"Gadgetzan, Tanaris",,-7185.97,-3768.24,1,Kalimdor,,TaxiNodes (Flight points table)
"Gadgetzan, Tanaris",,-7094.03,-3813.69,1,Kalimdor,,TaxiNodes (Flight points table)
"Feathermoon, Feralas",,-4467.04,2188.64,1,Kalimdor,,TaxiNodes (Flight points table)
"Camp Mojache, Feralas",,-4419.86,199.31,1,Kalimdor,,TaxiNodes (Flight points table)
"Aerie Peak, The Hinterlands",,283.74,-2002.76,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Bilgewater Harbor, Azshara",,3547.2,-6294.66,1,Kalimdor,,TaxiNodes (Flight points table)
"Nethergarde Keep, Blasted Lands",,-11112.3,-3435.74,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Transport, Southshore",,-986.43,-547.86,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Transport, Grom'gol",,-12418.77,235.43,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Bloodvenom Post, Felwood [DISABLED in 4.x]",,5123.51,-321.181,1,Kalimdor,,TaxiNodes (Flight points table)
Moonglade,,7458.45,-2487.21,1,Kalimdor,,TaxiNodes (Flight points table)
"Transport, Menethil Harbor",,0.0,0.0,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Transport, Auberdine",,0.0,0.0,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Everlook, Winterspring",,6796.8,-4742.39,1,Kalimdor,,TaxiNodes (Flight points table)
"Everlook, Winterspring",,6813.06,-4611.12,1,Kalimdor,,TaxiNodes (Flight points table)
"Transport, Feathermoon",,-4203.87,3284.0,1,Kalimdor,,TaxiNodes (Flight points table)
"Brackenwall Village, Dustwallow Marsh",,-3147.39,-2842.18,1,Kalimdor,,TaxiNodes (Flight points table)
"Stonard, Swamp of Sorrows",,-10457.0,-3279.25,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Fishing Village, Teldrassil",,8701.51,991.37,1,Kalimdor,,TaxiNodes (Flight points table)
"Zoram'gar Outpost, Ashenvale",,3351.82,1052.3,1,Kalimdor,,TaxiNodes (Flight points table)
"Dun Baldar, Alterac Valley",,574.21,-46.65,30,Alterac Valley,,TaxiNodes (Flight points table)
"Frostwolf Keep, Alterac Valley",,-1335.44,-319.69,30,Alterac Valley,,TaxiNodes (Flight points table)
"Splintertree Post, Ashenvale",,2302.39,-2524.55,1,Kalimdor,,TaxiNodes (Flight points table)
"Nighthaven, Moonglade",,7793.61,-2403.47,1,Kalimdor,,TaxiNodes (Flight points table)
"Nighthaven, Moonglade",,7787.72,-2404.1,1,Kalimdor,,TaxiNodes (Flight points table)
"Talrendis Point, Azshara (NEVER in 4.x)",,2721.99,-3880.64,1,Kalimdor,,TaxiNodes (Flight points table)
"Talonbranch Glade, Felwood",,6214.32,-1874.28,1,Kalimdor,,TaxiNodes (Flight points table)
"Chillwind Camp, Western Plaguelands",,931.32,-1430.11,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Light's Hope Chapel, Eastern Plaguelands",,2271.09,-5340.8,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Light's Hope Chapel, Eastern Plaguelands",,2270.2,-5343.11,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
Moonglade,,7470.39,-2123.38,1,Kalimdor,,TaxiNodes (Flight points table)
"Flame Crest, Burning Steppes",,-7504.03,-2187.54,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Morgan's Vigil, Burning Steppes",,-8364.61,-2738.35,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Cenarion Hold, Silithus",,-6811.39,836.74,1,Kalimdor,,TaxiNodes (Flight points table)
"Cenarion Hold, Silithus",,-6761.83,772.03,1,Kalimdor,,TaxiNodes (Flight points table)
"Thorium Point, Searing Gorge",,-6552.59,-1168.27,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Thorium Point, Searing Gorge",,-6554.93,-1100.05,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Revantusk Village, The Hinterlands",,-635.26,-4720.5,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Vendetta Point, Southern Barrens",,-2152.35,-1724.34,1,Kalimdor,,TaxiNodes (Flight points table)
Naxxramas,,3133.31,-3399.93,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Marshal's Stand, Un'Goro Crater",,-7548.05,-1541.13,1,Kalimdor,,TaxiNodes (Flight points table)
"Ratchet, Northern Barrens",,-894.59,-3773.01,1,Kalimdor,,TaxiNodes (Flight points table)
Filming,,0.0,0.0,530,Outland,,TaxiNodes (Flight points table)
Silvermoon City,,9375.24,-7165.89,530,Outland,,TaxiNodes (Flight points table)
"Tranquillien, Ghostlands",,7594.47,-6784.29,530,Outland,,TaxiNodes (Flight points table)
"Plaguewood Tower, Eastern Plaguelands",,2965.55,-3033.61,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Northpass Tower, Eastern Plaguelands",,3134.26,-4354.78,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Eastwall Tower, Eastern Plaguelands",,2524.44,-4769.56,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Crown Guard Tower, Eastern Plaguelands",,1876.4,-3693.32,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Transport, Exodar",,-4284.01,-11194.74,530,Outland,,TaxiNodes (Flight points table)
"Transport, Theramore",,0.0,0.0,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Transport, Undercity",,0.0,0.0,1,Kalimdor,,TaxiNodes (Flight points table)
"Blood Watch, Bloodmyst Isle",,-1933.27,-11954.6,530,Outland,,TaxiNodes (Flight points table)
The Exodar,,-3867.56,-11641.1,530,Outland,,TaxiNodes (Flight points table)
Zangarmarsh - Quest - As the Crow Flies,,-146.29,5532.56,530,Outland,,TaxiNodes (Flight points table)
Zangarmarsh - Quest - As the Crow Flies - End,,-145.23,5533.03,530,Outland,,TaxiNodes (Flight points table)
"Thrallmar, Hellfire Peninsula",,228.5,2633.57,530,Outland,,TaxiNodes (Flight points table)
"Honor Hold, Hellfire Peninsula",,-673.42,2717.27,530,Outland,,TaxiNodes (Flight points table)
"Temple of Telhamat, Hellfire Peninsula",,199.16,4241.56,530,Outland,,TaxiNodes (Flight points table)
"Falcon Watch, Hellfire Peninsula",,-587.41,4101.01,530,Outland,,TaxiNodes (Flight points table)
Nagrand - PvP - Attack Run Start 1 ,,-1810.16,8032.11,530,Outland,,TaxiNodes (Flight points table)
Nagrand - PvP - Attack Run End 1,,-1824.18,8049.29,530,Outland,,TaxiNodes (Flight points table)
Nagrand - PvP - Attack Run Start 2,,-1513.4,8140.93,530,Outland,,TaxiNodes (Flight points table)
Nagrand - PvP - Attack Run End 2,,-1511.26,8149.71,530,Outland,,TaxiNodes (Flight points table)
Nagrand - PvP - Attack Run Start 3,,-1387.07,7782.41,530,Outland,,TaxiNodes (Flight points table)
Nagrand - PvP - Attack Run End 3,,-1376.72,7771.17,530,Outland,,TaxiNodes (Flight points table)
Nagrand - PvP - Attack Run Start 4,,-1656.6,7724.91,530,Outland,,TaxiNodes (Flight points table)
Nagrand - PvP - Attack Run End 4,,-1658.9,7724.71,530,Outland,,TaxiNodes (Flight points table)
Eversong - Duskwither Teleport,,9335.83,-7883.07,530,Outland,,TaxiNodes (Flight points table)
Eversong - Duskwither Teleport End,,9335.67,-7809.71,530,Outland,,TaxiNodes (Flight points table)
"Telredor, Zangarmarsh",,213.75,6063.75,530,Outland,,TaxiNodes (Flight points table)
"Zabra'jin, Zangarmarsh",,219.45,7816.0,530,Outland,,TaxiNodes (Flight points table)
"Telaar, Nagrand",,-2729.0,7305.3,530,Outland,,TaxiNodes (Flight points table)
"Garadar, Nagrand",,-1261.09,7133.39,530,Outland,,TaxiNodes (Flight points table)
"Allerian Stronghold, Terokkar Forest",,-2987.24,3872.78,530,Outland,,TaxiNodes (Flight points table)
"Area 52, Netherstorm",,3082.31,3596.11,530,Outland,,TaxiNodes (Flight points table)
"Shadowmoon Village, Shadowmoon Valley",,-3018.62,2557.09,530,Outland,,TaxiNodes (Flight points table)
"Wildhammer Stronghold, Shadowmoon Valley",,-3982.07,2156.47,530,Outland,,TaxiNodes (Flight points table)
"Sylvanaar, Blade's Edge Mountains",,2183.65,6794.46,530,Outland,,TaxiNodes (Flight points table)
"Thunderlord Stronghold, Blade's Edge Mountains",,2446.37,6020.93,530,Outland,,TaxiNodes (Flight points table)
"Stonebreaker Hold, Terokkar Forest",,-2567.33,4423.83,530,Outland,,TaxiNodes (Flight points table)
"Shattrath, Terokkar Forest",,-1837.23,5301.9,530,Outland,,TaxiNodes (Flight points table)
"Hellfire Peninsula, The Dark Portal",,-327.35,1020.49,530,Outland,,TaxiNodes (Flight points table)
"Hellfire Peninsula, The Dark Portal",,-178.09,1026.72,530,Outland,,TaxiNodes (Flight points table)
"The Stormspire, Netherstorm",,4157.58,2959.69,530,Outland,,TaxiNodes (Flight points table)
"Altar of Sha'tar, Shadowmoon Valley",,-3065.6,749.42,530,Outland,,TaxiNodes (Flight points table)
"Spinebreaker Ridge, Hellfire Peninsula",,-1316.84,2358.62,530,Outland,,TaxiNodes (Flight points table)
Hellfire Peninsula - Reaver's Fall,,-29.16,2125.72,530,Outland,,TaxiNodes (Flight points table)
Hellfire Peninsula - Force Camp Beach Head,,509.17,1988.69,530,Outland,,TaxiNodes (Flight points table)
"Shatter Point, Hellfire Peninsula (Beach Assault)",,298.46,1501.18,530,Outland,,TaxiNodes (Flight points table)
"Shatter Point, Hellfire Peninsula",,276.2,1486.91,530,Outland,,TaxiNodes (Flight points table)
"Cosmowrench, Netherstorm",,2974.95,1848.24,530,Outland,,TaxiNodes (Flight points table)
"Swamprat Post, Zangarmarsh",,91.67,5214.92,530,Outland,,TaxiNodes (Flight points table)
"Toshley's Station, Blade's Edge Mountains",,1857.35,5531.87,530,Outland,,TaxiNodes (Flight points table)
"Sanctum of the Stars, Shadowmoon Valley",,-4073.17,1123.61,530,Outland,,TaxiNodes (Flight points table)
"Evergrove, Blade's Edge Mountains",,2976.01,5501.13,530,Outland,,TaxiNodes (Flight points table)
"Mok'Nathal Village, Blade's Edge Mountains",,2028.79,4705.27,530,Outland,,TaxiNodes (Flight points table)
"Orebor Harborage, Zangarmarsh",,966.67,7399.16,530,Outland,,TaxiNodes (Flight points table)
"Transport, Northrend 2",,0.0,0.0,571,Northrend,,TaxiNodes (Flight points table)
"Emerald Sanctuary, Felwood",,3972.84,-1324.51,1,Kalimdor,,TaxiNodes (Flight points table)
"Forest Song, Ashenvale",,3000.25,-3202.41,1,Kalimdor,,TaxiNodes (Flight points table)
Filming,,-9441.18,65.05,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
Skettis,,-3364.68,3650.18,530,Outland,,TaxiNodes (Flight points table)
Ogri'La,,2531.1,7322.09,530,Outland,,TaxiNodes (Flight points table)
"Transport, Howling Fjord",,784.89,-5066.18,571,Northrend,,TaxiNodes (Flight points table)
"Transport, Borean Tundra",,0.0,0.0,571,Northrend,,TaxiNodes (Flight points table)
"Mudsprocket, Dustwallow Marsh",,-4566.23,-3226.05,1,Kalimdor,,TaxiNodes (Flight points table)
"Valgarde Port, Howling Fjord",,567.41,-5010.97,571,Northrend,,TaxiNodes (Flight points table)
"Fort Wildervar, Howling Fjord",,2468.77,-5029.82,571,Northrend,,TaxiNodes (Flight points table)
"Westguard Keep, Howling Fjord",,1342.84,-3287.9,571,Northrend,,TaxiNodes (Flight points table)
"New Agamand, Howling Fjord",,401.12,-4544.3,571,Northrend,,TaxiNodes (Flight points table)
"Vengeance Landing, Howling Fjord",,1918.6,-6175.89,571,Northrend,,TaxiNodes (Flight points table)
"Camp Winterhoof, Howling Fjord",,2652.89,-4392.71,571,Northrend,,TaxiNodes (Flight points table)
"Rebel Camp, Stranglethorn Vale",,-11344.0,-216.83,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
Test - SP,,9283.1,-9749.81,451,Development Land,,TaxiNodes (Flight points table)
Test SP2,,-9148.62,243.04,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
Test SP1,,9405.83,-9882.69,451,Development Land,,TaxiNodes (Flight points table)
Development Land - Kyle Radue Start,,15992.44,-16371.94,451,Development Land,,TaxiNodes (Flight points table)
Development Land - Kyle Radue End,,15991.68,-16371.95,451,Development Land,,TaxiNodes (Flight points table)
"Zul'Aman, Ghostlands",,6789.79,-7747.58,530,Outland,,TaxiNodes (Flight points table)
"Transport, Feathermoon (NE Ship)",,-4348.01,2427.29,1,Kalimdor,,TaxiNodes (Flight points table)
Shattered Sun Staging Area,,13012.7,-6908.37,530,Outland,,TaxiNodes (Flight points table)
"Transport, Howling Fjord (Gondola, Top)",,690.99,-3819.6,571,Northrend,,TaxiNodes (Flight points table)
"Transport, Howling Fjord (Gondola, Bottom)",,607.96,-2906.17,571,Northrend,,TaxiNodes (Flight points table)
"Amber Ledge, Borean (To Beryl)",,3465.66,5901.76,571,Northrend,,TaxiNodes (Flight points table)
"Beryl Point, Borean",,3213.74,6084.72,571,Northrend,,TaxiNodes (Flight points table)
"Borean Tundra, Naglevar",,0.0,0.0,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Amber Ledge, Borean (to Coldarra)",,3574.06,5971.04,571,Northrend,,TaxiNodes (Flight points table)
"Transitus Shield, Coldarra",,3575.44,6661.64,571,Northrend,,TaxiNodes (Flight points table)
"Transport, PattyMacDevTest",,16625.63,16862.9,451,Development Land,,TaxiNodes (Flight points table)
Development Land - Pat Test Start,,0.0,0.0,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
Development Land - Pat Test End,,0.0,0.0,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Transport, Tuskarr 01",,2690.26,889.81,571,Northrend,,TaxiNodes (Flight points table)
"Transport, Tuskarr 02",,2690.33,897.63,571,Northrend,,TaxiNodes (Flight points table)
Borean Tundra - Warsong Hold Wolf Start,,2774.69,6258.14,571,Northrend,,TaxiNodes (Flight points table)
Borean Tundra - Warsong Hold Wolf End,,3443.52,4103.95,571,Northrend,,TaxiNodes (Flight points table)
"Coldarra Ledge, Coldarra",,4130.62,7372.31,571,Northrend,,TaxiNodes (Flight points table)
"Transitus Shield, Coldarra (NOT USED)",,3575.56,6651.84,571,Northrend,,TaxiNodes (Flight points table)
"Coldarra, Keristrasza to Malygos",,4026.95,7085.54,571,Northrend,,TaxiNodes (Flight points table)
"Coldarra, Keristrasza Landing",,3929.4,6590.74,571,Northrend,,TaxiNodes (Flight points table)
Borean Tundra - Quest - Dusk Start,,3109.0,3819.54,571,Northrend,,TaxiNodes (Flight points table)
Borean Tundra - Quest - Dusk - End,,3614.3,3670.12,571,Northrend,,TaxiNodes (Flight points table)
"Transport, Valiance Keep",,0.0,0.0,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Wintergarde Keep, Dragonblight",,3712.43,-694.86,571,Northrend,,TaxiNodes (Flight points table)
"Valiance Keep, Borean Tundra",,2269.54,5173.69,571,Northrend,,TaxiNodes (Flight points table)
"Fizzcrank Airstrip, Borean Tundra",,4127.23,5313.07,571,Northrend,,TaxiNodes (Flight points table)
"Stars' Rest, Dragonblight",,3504.13,1992.03,571,Northrend,,TaxiNodes (Flight points table)
"Apothecary Camp, Howling Fjord",,2108.11,-2970.62,571,Northrend,,TaxiNodes (Flight points table)
"Camp Oneqwah, Grizzly Hills",,3876.34,-4520.08,571,Northrend,,TaxiNodes (Flight points table)
"Conquest Hold, Grizzly Hills",,3258.9,-2263.09,571,Northrend,,TaxiNodes (Flight points table)
"Fordragon Hold, Dragonblight",,4612.21,1406.6,571,Northrend,,TaxiNodes (Flight points table)
"Wyrmrest Temple, Dragonblight",,3653.21,247.58,571,Northrend,,TaxiNodes (Flight points table)
"Amberpine Lodge, Grizzly Hills",,3446.35,-2754.1,571,Northrend,,TaxiNodes (Flight points table)
"Venomspite, Dragonblight",,3242.96,-666.16,571,Northrend,,TaxiNodes (Flight points table)
"Westfall Brigade, Grizzly Hills",,4584.98,-4254.69,571,Northrend,,TaxiNodes (Flight points table)
"Agmar's Hammer, Dragonblight",,3865.87,1525.63,571,Northrend,,TaxiNodes (Flight points table)
"Warsong Hold, Borean Tundra",,2920.29,6242.85,571,Northrend,,TaxiNodes (Flight points table)
"Taunka'le Village, Borean Tundra",,3449.51,4089.52,571,Northrend,,TaxiNodes (Flight points table)
"Bor'gorok Outpost, Borean Tundra",,4474.79,5712.13,571,Northrend,,TaxiNodes (Flight points table)
"Kor'kron Vanguard, Dragonblight",,4946.67,1165.94,571,Northrend,,TaxiNodes (Flight points table)
"Grizzly Hills, Alliance Log Ride Start 01",,4267.39,-3050.93,571,Northrend,,TaxiNodes (Flight points table)
"Grizzly Hills, Alliance Log Ride End 01",,2663.67,-2181.45,571,Northrend,,TaxiNodes (Flight points table)
"Transport, Auberdine (NEW)",,0.0,0.0,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Transport, Theramore (NEW)",,0.0,0.0,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Transport, Menethil (NEW)",,0.0,0.0,0,Eastern Kingdoms,,TaxiNodes (Flight points table)
"Grizzly Hills, Alliance Log Ride Start",,4272.09,-3248.26,571,Northrend,,TaxiNodes (Flight points table)
"Grizzly Hills, Alliance Log Ride End",,2664.22,-2344.63,571,Northrend,,TaxiNodes (Flight points table)
"Grizzly Hills, Horde Log Ride Start",,4311.25,-2956.61,571,Northrend,,TaxiNodes (Flight points table)
"Grizzly Hills, Horde Log Ride End",,2883.75,-1673.71,571,Northrend,,TaxiNodes (Flight points table)
"Wyrmrest Temple - bottom to top, Dragonblight - Begin",,3547.22,381.49,571,Northrend,,TaxiNodes (Flight points table)
